  ENERO 2007,,,,
Zacapoaxtla,25,25,53,2.11
Zapotitlán de Méndez,496,496,1056,2.129
Zongozotla,936,936,2514,2.686
Zoquiapan,212,212,424,2
TOTAL,22774,22403,45350,2.024
  NOVIEMBRE 2018,,,,
Acateno,130,129,200,1.55
Atempan,148,146,291,1.992
Atlequizayan,160,160,320,2
Ayotoxco de Guerrero,750,745,1090,1.464
Caxhuacan,278,268,530,1.978
Cuetzalan del Progreso,4835,4722,8403,1.78
Huehuetla,1276,1233,2520,2.044
Hueyapan,670,668,1270,1.901
Hueytamalco,4800,4790,10340,2.159
Hueytlalpan,506,506,941,1.86
Huitzilan de Serdán,1815,1645,4012,2.439
Ixtepec,410,410,745,1.817
Jonotla,721,717,1285,1.792
Olintla,1160,1156,1865,1.613
Teziutlán,201,200,421,2.105
Tlatlauquitepec,1683,1680,3952,2.352
Tuzamapan de Galeana,642,642,1118,1.741
Xochitlán de Vicente Suárez,710,710,1568,2.208
Yaonáhuac,210,207,431,2.082
Zacapoaxtla,25,25,53,2.11
Zapotitlán de Méndez,496,496,1056,2.129
Zongozotla,936,936,2514,2.686
Zoquiapan,212,212,424,2
TOTAL,22774,22403,45350,2.024
  DICIEMBRE 2018,,,,
Acateno,130,129,200,1.55
Atempan,148,146,291,1.992
Atlequizayan,160,160,320,2
Ayotoxco de Guerrero,750,745,1090,1.464
Caxhuacan,278,268,530,1.978
Cuetzalan del Progreso,4835,4722,8403,1.78
Huehuetla,1276,1233,2520,2.044
Hueyapan,670,668,1270,1.901
Hueytamalco,4800,4790,10340,2.159
Hueytlalpan,506,506,941,1.86
Huitzilan de Serdán,1815,1645,4012,2.439
Ixtepec,410,410,745,1.817
Jonotla,721,717,1285,1.792
Olintla,1160,1156,1865,1.613
Teziutlán,201,200,421,2.105
Tlatlauquitepec,1683,1680,3952,2.352
Tuzamapan de Galeana,642,642,1118,1.741
Xochitlán de Vicente Suárez,710,710,1568,2.208
Yaonáhuac,210,207,431,2.082
Zacapoaxtla,25,25,53,2.11
Zapotitlán de Méndez,496,496,1056,2.129
Zongozotla,936,936,2514,2.686
Zoquiapan,212,212,424,2
TOTAL,22774,22403,45350,2.024
  ENERO 2019,,,,
Acateno,133,131,76,0.581
Atempan,152,149,118,0.792
Atlequizayan,161,159,136,0.855
Ayotoxco de Guerrero,752,751,465,0.619
Caxhuacan,279,277,434,1.568
Cuetzalan del Progreso,4844,4810,6254,1.3
Huehuetla,1292,1260,1921,1.524
Hueyapan,674,671,550,0.819
Hueytamalco,4711,4709,5722,1.215
Hueytlalpan,512,500,782,1.565
Huitzilan de Serdán,1855,1775,2910,1.639
Ixtepec,420,409,494,1.209
Jonotla,723,721,935,1.297
Olintla,1171,1155,826,0.715
Teziutlán,204,202,191,0.945
Tlatlauquitepec,1686,1682,2110,1.254
Tuzamapan de Galeana,645,643,534,0.831
Xochitlán de Vicente Suárez,712,709,558,0.788
Yaonáhuac,213,211,172,0.815
Zacapoaxtla,27,26,22,0.844
Zapotitlán de Méndez,497,495,441,0.891
Zongozotla,947,930,609,0.655
Zoquiapan,213,210,184,0.876
TOTAL,22823,22585,26445,1.171
  FEBRERO 2019,,,,
Acateno,133,131,162,1.237
Atempan,152,149,233,1.563
Atlequizayan,161,159,287,1.804
Ayotoxco de Guerrero,752,751,998,1.329
Caxhuacan,279,277,483,1.742
Cuetzalan del Progreso,4844,4810,7562,1.572
Huehuetla,1292,1260,2141,1.699
Hueyapan,674,671,1138,1.696
Hueytamalco,4711,4709,8752,1.859
Hueytlalpan,512,500,818,1.635
Huitzilan de Serdán,1855,1775,3065,1.727
Ixtepec,420,409,616,1.507
Jonotla,723,721,1112,1.542
Olintla,1171,1155,1753,1.518
Teziutlán,204,202,381,1.884
Tlatlauquitepec,1686,1682,3102,1.844
Tuzamapan de Galeana,645,643,1119,1.741
Xochitlán de Vicente Suárez,712,709,1093,1.541
Yaonáhuac,213,211,365,1.728
Zacapoaxtla,27,26,44,1.688
Zapotitlán de Méndez,497,495,912,1.843
Zongozotla,947,930,1183,1.272
Zoquiapan,213,210,377,1.797
TOTAL,22823,22585,37695,1.669
  MARZO 2019,,,,
Acateno,133,131,219,1.672
Atempan,152,149,276,1.852
Atlequizayan,161,159,301,1.892
Ayotoxco de Guerrero,752,751,1332,1.774
Caxhuacan,279,277,516,1.862
Cuetzalan del Progreso,4844,4810,7994,1.662
Huehuetla,1292,1260,2286,1.815
Hueyapan,674,671,1215,1.811
Hueytamalco,4711,4709,8946,1.9
Hueytlalpan,512,500,848,1.697
Huitzilan de Serdán,1855,1775,3147,1.773
Ixtepec,420,409,667,1.631
Jonotla,723,721,1185,1.644
Olintla,1171,1155,1835,1.589
Teziutlán,204,202,420,2.08
Tlatlauquitepec,1686,1682,3280,1.95
Tuzamapan de Galeana,645,643,1180,1.834
Xochitlán de Vicente Suárez,712,709,1236,1.743
Yaonáhuac,213,211,378,1.79
Zacapoaxtla,27,26,48,1.842
Zapotitlán de Méndez,497,495,977,1.974
Zongozotla,947,930,1326,1.425
Zoquiapan,213,210,405,1.927
TOTAL,22823,22585,40017,1.772
  ABRIL 2019,,,,
Acateno,133,131,251,1.916
Atempan,152,149,289,1.941
Atlequizayan,161,159,312,1.963
Ayotoxco de Guerrero,752,751,1467,1.953
Caxhuacan,279,277,531,1.916
Cuetzalan del Progreso,4844,4810,9106,1.893
Huehuetla,1292,1260,2621,2.08
Hueyapan,674,671,1402,2.089
Hueytamalco,4711,4709,9253,1.965
Hueytlalpan,512,500,980,1.96
Huitzilan de Serdán,1855,1775,3885,2.189
Ixtepec,420,409,764,1.869
Jonotla,723,721,1368,1.897
Olintla,1171,1155,2103,1.821
Teziutlán,204,202,429,2.122
Tlatlauquitepec,1686,1682,3299,1.961
Tuzamapan de Galeana,645,643,1362,2.118
Xochitlán de Vicente Suárez,712,709,1247,1.759
Yaonáhuac,213,211,441,2.09
Zacapoaxtla,27,26,51,1.952
Zapotitlán de Méndez,497,495,1429,2.887
Zongozotla,947,930,1910,2.054
Zoquiapan,213,210,410,1.951
TOTAL,22823,22585,44908,1.988
  MAYO 2019,,,,
Acateno,133,131,251,1.916
Atempan,152,149,289,1.941
Atlequizayan,161,159,313,1.97
Ayotoxco de Guerrero,752,751,1467,1.953
Caxhuacan,279,277,531,1.916
Cuetzalan del Progreso,4844,4810,9106,1.893
Huehuetla,1292,1260,2621,2.08
Hueyapan,674,671,1402,2.089
Hueytamalco,4711,4709,9270,1.969
Hueytlalpan,512,500,980,1.96
Huitzilan de Serdán,1855,1775,3885,2.189
Ixtepec,420,409,764,1.869
Jonotla,723,721,1368,1.897
Olintla,1171,1155,2103,1.821
Teziutlán,204,202,429,2.122
Tlatlauquitepec,1686,1682,3299,1.961
Tuzamapan de Galeana,645,643,1362,2.118
Xochitlán de Vicente Suárez,712,709,1247,1.759
Yaonáhuac,213,211,441,2.09
Zacapoaxtla,27,26,51,1.952
Zapotitlán de Méndez,497,495,1429,2.887
Zongozotla,947,930,1910,2.054
Zoquiapan,213,210,410,1.951
TOTAL,22823,22585,44926,1.989
  JUNIO 2019,,,,
Acateno,133,131,251,1.916
Atempan,152,149,289,1.941
Atlequizayan,161,159,313,1.97
Ayotoxco de Guerrero,752,751,1467,1.953
Caxhuacan,279,277,531,1.916
Cuetzalan del Progreso,4844,4810,9106,1.893
Huehuetla,1292,1260,2621,2.08
Hueyapan,674,671,1402,2.089
Hueytamalco,4711,4709,9270,1.969
Hueytlalpan,512,500,980,1.96
Huitzilan de Serdán,1855,1775,3885,2.189
Ixtepec,420,409,764,1.869
Jonotla,723,721,1368,1.897
Olintla,1171,1155,2103,1.821
Teziutlán,204,202,429,2.122
Tlatlauquitepec,1686,1682,3299,1.961
Tuzamapan de Galeana,645,643,1362,2.118
Xochitlán de Vicente Suárez,712,709,1247,1.759
Yaonáhuac,213,211,441,2.09
Zacapoaxtla,27,26,51,1.952
Zapotitlán de Méndez,497,495,1429,2.887
Zongozotla,947,930,1910,2.054
Zoquiapan,213,210,410,1.951
TOTAL,22823,22585,44926,1.989
  JULIO 2019,,,,
Acateno,133,131,251,1.916
Atempan,152,149,289,1.941
Atlequizayan,161,159,313,1.97
Ayotoxco de Guerrero,752,751,1467,1.953
Caxhuacan,279,277,531,1.916
Cuetzalan del Progreso,4844,4810,9106,1.893
Huehuetla,1292,1260,2621,2.08
Hueyapan,674,671,1402,2.089
Hueytamalco,4711,4709,9270,1.969
Hueytlalpan,512,500,980,1.96
Huitzilan de Serdán,1855,1775,3885,2.189
Ixtepec,420,409,764,1.869
Jonotla,723,721,1368,1.897
Olintla,1171,1155,2103,1.821
Teziutlán,204,202,429,2.122
Tlatlauquitepec,1686,1682,3299,1.961
Tuzamapan de Galeana,645,643,1362,2.118
Xochitlán de Vicente Suárez,712,709,1247,1.759
Yaonáhuac,213,211,441,2.09
Zacapoaxtla,27,26,51,1.952
Zapotitlán de Méndez,497,495,1429,2.887
Zongozotla,947,930,1910,2.054
Zoquiapan,213,210,410,1.951
TOTAL,22823,22585,44926,1.989
  AGOSTO 2019,,,,
Acateno,133,131,251,1.916
Atempan,152,149,289,1.941
Atlequizayan,161,159,313,1.97
Ayotoxco de Guerrero,752,751,1467,1.953
Caxhuacan,279,277,531,1.916
Cuetzalan del Progreso,4844,4810,9106,1.893
Huehuetla,1292,1260,2621,2.08
Hueyapan,674,671,1402,2.089
Hueytamalco,4711,4709,9270,1.969
Hueytlalpan,512,500,980,1.96
Huitzilan de Serdán,1855,1775,3885,2.189
Ixtepec,420,409,764,1.869
Jonotla,723,721,1368,1.897
Olintla,1171,1155,2103,1.821
Teziutlán,204,202,429,2.122
Tlatlauquitepec,1686,1682,3299,1.961
Tuzamapan de Galeana,645,643,1362,2.118
Xochitlán de Vicente Suárez,712,709,1247,1.759
Yaonáhuac,213,211,441,2.09
Zacapoaxtla,27,26,51,1.952
Zapotitlán de Méndez,497,495,1429,2.887
Zongozotla,947,930,1910,2.054
Zoquiapan,213,210,410,1.951
TOTAL,22823,22585,44926,1.989
  SEPTIEMBRE 2019,,,,
Acateno,133,131,251,1.916
Atempan,152,149,289,1.941
Atlequizayan,161,159,313,1.97
Ayotoxco de Guerrero,752,751,1467,1.953
Caxhuacan,279,277,531,1.916
Cuetzalan del Progreso,4844,4810,9106,1.893
Huehuetla,1292,1260,2621,2.08
Hueyapan,674,671,1402,2.089
Hueytamalco,4711,4709,9270,1.969
Hueytlalpan,512,500,980,1.96
Huitzilan de Serdán,1855,1775,3885,2.189
Ixtepec,420,409,764,1.869
Jonotla,723,721,1368,1.897
Olintla,1171,1155,2103,1.821
Teziutlán,204,202,429,2.122
Tlatlauquitepec,1686,1682,3299,1.961
Tuzamapan de Galeana,645,643,1362,2.118
Xochitlán de Vicente Suárez,712,709,1247,1.759
Yaonáhuac,213,211,441,2.09
Zacapoaxtla,27,26,51,1.952
Zapotitlán de Méndez,497,495,1429,2.887
Zongozotla,947,930,1910,2.054
Zoquiapan,213,210,410,1.951
TOTAL,22823,22585,44926,1.989
  OCTUBRE 2019,,,,
Acateno,133,131,251,1.916
Atempan,152,149,289,1.941
Atlequizayan,161,159,313,1.97
Ayotoxco de Guerrero,752,751,1467,1.953
Caxhuacan,279,277,531,1.916
Cuetzalan del Progreso,4844,4810,9106,1.893
Huehuetla,1292,1260,2621,2.08
Hueyapan,674,671,1402,2.089
Hueytamalco,4711,4709,9270,1.969
Hueytlalpan,512,500,980,1.96
Huitzilan de Serdán,1855,1775,3885,2.189
Ixtepec,420,409,764,1.869
Jonotla,723,721,1368,1.897
Olintla,1171,1155,2103,1.821
Teziutlán,204,202,429,2.122
Tlatlauquitepec,1686,1682,3299,1.961
Tuzamapan de Galeana,645,643,1362,2.118
Xochitlán de Vicente Suárez,712,709,1247,1.759
Yaonáhuac,213,211,441,2.09
Zacapoaxtla,27,26,51,1.952
Zapotitlán de Méndez,497,495,1429,2.887
Zongozotla,947,930,1910,2.054
Zoquiapan,213,210,410,1.951
TOTAL,22823,22585,44926,1.989
  NOVIEMBRE 2019,,,,
Acateno,133,131,251,1.916
Atempan,152,149,289,1.941
Atlequizayan,161,159,313,1.97
Ayotoxco de Guerrero,752,751,1467,1.953
Caxhuacan,279,277,531,1.916
Cuetzalan del Progreso,4844,4810,9106,1.893
Huehuetla,1292,1260,2621,2.08
Hueyapan,674,671,1402,2.089
Hueytamalco,4711,4709,9270,1.969
Hueytlalpan,512,500,980,1.96
Huitzilan de Serdán,1855,1775,3885,2.189
Ixtepec,420,409,764,1.869
Jonotla,723,721,1368,1.897
Olintla,1171,1155,2103,1.821
Teziutlán,204,202,429,2.122
Tlatlauquitepec,1686,1682,3299,1.961
Tuzamapan de Galeana,645,643,1362,2.118
Xochitlán de Vicente Suárez,712,709,1247,1.759
Yaonáhuac,213,211,441,2.09
Zacapoaxtla,27,26,51,1.952
Zapotitlán de Méndez,497,495,1429,2.887
Zongozotla,947,930,1910,2.054
Zoquiapan,213,210,410,1.951
TOTAL,22823,22585,44926,1.989
  DICIEMBRE 2019,,,,
Acateno,133,131,251,1.916
Atempan,152,149,289,1.941
Atlequizayan,161,159,313,1.97
Ayotoxco de Guerrero,752,751,1467,1.953
Caxhuacan,279,277,531,1.916
Cuetzalan del Progreso,4844,4810,9106,1.893
Huehuetla,1292,1260,2621,2.08
Hueyapan,674,671,1402,2.089
Hueytamalco,4711,4709,9270,1.969
Hueytlalpan,512,500,980,1.96
Huitzilan de Serdán,1855,1775,3885,2.189
Ixtepec,420,409,764,1.869
Jonotla,723,721,1368,1.897
Olintla,1171,1155,2103,1.821
Teziutlán,204,202,429,2.122
Tlatlauquitepec,1686,1682,3299,1.961
Tuzamapan de Galeana,645,643,1362,2.118
Xochitlán de Vicente Suárez,712,709,1247,1.759
Yaonáhuac,213,211,441,2.09
Zacapoaxtla,27,26,51,1.952
Zapotitlán de Méndez,497,495,1429,2.887
Zongozotla,947,930,1910,2.054
Zoquiapan,213,210,410,1.951
TOTAL,22823,22585,44926,1.989
  ENERO 2020,,,,
Acateno,136,130,141,1.079
Atempan,156,148,205,1.379
Atlequizayan,164,158,225,1.419
Ayotoxco de Guerrero,754,750,875,1.166
Caxhuacan,276,271,370,1.365
Cuetzalan del Progreso,4858,4828,6497,1.346
Huehuetla,1313,1259,1861,1.478
Hueyapan,677,670,994,1.484
Hueytamalco,4710,4705,6584,1.399
Hueytlalpan,521,499,701,1.405
Huitzilan de Serdán,1887,1772,2817,1.59
Ixtepec,429,408,542,1.328
Jonotla,725,719,971,1.35
Olintla,1178,1152,1491,1.294
Teziutlán,206,202,303,1.502
Tlatlauquitepec,1691,1682,2344,1.394
Tuzamapan de Galeana,648,642,967,1.507
Xochitlán de Vicente Suárez,715,708,885,1.25
Yaonáhuac,216,210,312,1.484
Zacapoaxtla,29,26,36,1.388
Zapotitlán de Méndez,500,494,726,1.469
Zongozotla,960,928,1656,1.785
Zoquiapan,217,209,287,1.371
TOTAL,22963,22572,31790,1.408
  FEBRERO 2020,,,,
Acateno,136,130,195,1.49
Atempan,156,148,279,1.882
Atlequizayan,164,158,344,2.171
Ayotoxco de Guerrero,754,750,1198,1.596
Caxhuacan,276,271,579,2.137
Cuetzalan del Progreso,4858,4828,9036,1.872
Huehuetla,1313,1259,2569,2.041
Hueyapan,677,670,1366,2.038
Hueytamalco,4710,4705,10503,2.232
Hueytlalpan,521,499,981,1.966
Huitzilan de Serdán,1887,1772,3678,2.076
Ixtepec,429,408,739,1.812
Jonotla,725,719,1334,1.855
Olintla,1178,1152,2103,1.826
Teziutlán,206,202,457,2.266
Tlatlauquitepec,1691,1682,3723,2.213
Tuzamapan de Galeana,648,642,1343,2.092
Xochitlán de Vicente Suárez,715,708,1311,1.852
Yaonáhuac,216,210,438,2.079
Zacapoaxtla,29,26,53,2.045
Zapotitlán de Méndez,500,494,1095,2.213
Zongozotla,960,928,2256,2.431
Zoquiapan,217,209,453,2.162
TOTAL,22963,22572,46031,2.039
  MARZO 2020,,,,
Acateno,136,130,245,1.876
Atempan,156,148,327,2.201
Atlequizayan,164,158,368,2.323
Ayotoxco de Guerrero,754,750,1459,1.944
Caxhuacan,276,271,611,2.254
Cuetzalan del Progreso,4858,4828,10823,2.242
Huehuetla,1313,1259,3102,2.464
Hueyapan,677,670,1648,2.46
Hueytamalco,4710,4705,10974,2.332
Hueytlalpan,521,499,1157,2.318
Huitzilan de Serdán,1887,1772,4684,2.644
Ixtepec,429,408,904,2.215
Jonotla,725,719,1613,2.244
Olintla,1178,1152,2486,2.158
Teziutlán,206,202,500,2.48
Tlatlauquitepec,1691,1682,3887,2.311
Tuzamapan de Galeana,648,642,1601,2.495
Xochitlán de Vicente Suárez,715,708,1470,2.076
Yaonáhuac,216,210,515,2.445
Zacapoaxtla,29,26,58,2.271
Zapotitlán de Méndez,500,494,1207,2.44
Zongozotla,960,928,2704,2.914
Zoquiapan,217,209,481,2.298
TOTAL,22963,22572,52823,2.34
  ABRIL 2020,,,,
Acateno,136,130,245,1.876
Atempan,156,148,344,2.319
Atlequizayan,164,158,370,2.336
Ayotoxco de Guerrero,754,750,1459,1.944
Caxhuacan,276,271,620,2.287
Cuetzalan del Progreso,4858,4828,10849,2.247
Huehuetla,1313,1259,3102,2.464
Hueyapan,677,670,1651,2.464
Hueytamalco,4710,4705,11095,2.358
Hueytlalpan,521,499,1161,2.326
Huitzilan de Serdán,1887,1772,4705,2.655
Ixtepec,429,408,904,2.215
Jonotla,725,719,1621,2.255
Olintla,1178,1152,2486,2.158
Teziutlán,206,202,506,2.513
Tlatlauquitepec,1691,1682,3911,2.325
Tuzamapan de Galeana,648,642,1612,2.512
Xochitlán de Vicente Suárez,715,708,1477,2.087
Yaonáhuac,216,210,522,2.482
Zacapoaxtla,29,26,60,2.328
Zapotitlán de Méndez,500,494,1225,2.478
Zongozotla,960,928,2705,2.915
Zoquiapan,217,209,498,2.377
TOTAL,22963,22572,53129,2.354
  MAYO 2020,,,,
Acateno,136,130,245,1.876
Atempan,156,148,344,2.319
Atlequizayan,164,158,370,2.336
Ayotoxco de Guerrero,754,750,1459,1.944
Caxhuacan,276,271,620,2.287
Cuetzalan del Progreso,4858,4828,10849,2.247
Huehuetla,1313,1259,3102,2.464
Hueyapan,677,670,1651,2.464
Hueytamalco,4710,4705,11095,2.358
Hueytlalpan,521,499,1161,2.326
Huitzilan de Serdán,1887,1772,4705,2.655
Ixtepec,429,408,904,2.215
Jonotla,725,719,1621,2.255
Olintla,1178,1152,2486,2.158
Teziutlán,206,202,506,2.513
Tlatlauquitepec,1691,1682,3911,2.325
Tuzamapan de Galeana,648,642,1612,2.512
Xochitlán de Vicente Suárez,715,708,1477,2.087
Yaonáhuac,216,210,522,2.482
Zacapoaxtla,29,26,60,2.328
Zapotitlán de Méndez,500,494,1225,2.478
Zongozotla,960,928,2705,2.915
Zoquiapan,217,209,498,2.377
TOTAL,22963,22572,53129,2.354
  JUNIO 2020,,,,
Acateno,136,130,245,1.876
Atempan,156,148,344,2.319
Atlequizayan,164,158,370,2.336
Ayotoxco de Guerrero,754,750,1459,1.944
Caxhuacan,276,271,620,2.287
Cuetzalan del Progreso,4858,4828,10849,2.247
Huehuetla,1313,1259,3102,2.464
Hueyapan,677,670,1651,2.464
Hueytamalco,4710,4705,11095,2.358
Hueytlalpan,521,499,1161,2.326
Huitzilan de Serdán,1887,1772,4705,2.655
Ixtepec,429,408,904,2.215
Jonotla,725,719,1621,2.255
Olintla,1178,1152,2486,2.158
Teziutlán,206,202,506,2.513
Tlatlauquitepec,1691,1682,3911,2.325
Tuzamapan de Galeana,648,642,1612,2.512
Xochitlán de Vicente Suárez,715,708,1477,2.087
Yaonáhuac,216,210,522,2.482
Zacapoaxtla,29,26,60,2.328
Zapotitlán de Méndez,500,494,1225,2.478
Zongozotla,960,928,2705,2.915
Zoquiapan,217,209,498,2.377
TOTAL,22963,22572,53129,2.354
  JULIO 2020,,,,
Acateno,136,130,245,1.876
Atempan,156,148,344,2.319
Atlequizayan,164,158,370,2.336
Ayotoxco de Guerrero,754,750,1459,1.944
Caxhuacan,276,271,620,2.287
Cuetzalan del Progreso,4858,4828,10849,2.247
Huehuetla,1313,1259,3102,2.464
Hueyapan,677,670,1651,2.464
Hueytamalco,4710,4705,11095,2.358
Hueytlalpan,521,499,1161,2.326
Huitzilan de Serdán,1887,1772,4705,2.655
Ixtepec,429,408,904,2.215
Jonotla,725,719,1621,2.255
Olintla,1178,1152,2486,2.158
Teziutlán,206,202,506,2.513
Tlatlauquitepec,1691,1682,3911,2.325
Tuzamapan de Galeana,648,642,1612,2.512
Xochitlán de Vicente Suárez,715,708,1477,2.087
Yaonáhuac,216,210,522,2.482
Zacapoaxtla,29,26,60,2.328
Zapotitlán de Méndez,500,494,1225,2.478
Zongozotla,960,928,2705,2.915
Zoquiapan,217,209,498,2.377
TOTAL,22963,22572,53129,2.354
  AGOSTO 2020,,,,
Acateno,136,130,245,1.876
Atempan,156,148,344,2.319
Atlequizayan,164,158,370,2.336
Ayotoxco de Guerrero,754,750,1459,1.944
Caxhuacan,276,271,620,2.287
Cuetzalan del Progreso,4858,4828,10849,2.247
Huehuetla,1313,1259,3102,2.464
Hueyapan,677,670,1651,2.464
Hueytamalco,4710,4705,11095,2.358
Hueytlalpan,521,499,1161,2.326
Huitzilan de Serdán,1887,1772,4705,2.655
Ixtepec,429,408,904,2.215
Jonotla,725,719,1621,2.255
Olintla,1178,1152,2486,2.158
Teziutlán,206,202,506,2.513
Tlatlauquitepec,1691,1682,3911,2.325
Tuzamapan de Galeana,648,642,1612,2.512
Xochitlán de Vicente Suárez,715,708,1477,2.087
Yaonáhuac,216,210,522,2.482
Zacapoaxtla,29,26,60,2.328
Zapotitlán de Méndez,500,494,1225,2.478
Zongozotla,960,928,2705,2.915
Zoquiapan,217,209,498,2.377
TOTAL,22963,22572,53129,2.354
  SEPTIEMBRE 2020,,,,
Acateno,136,130,245,1.876
Atempan,156,148,344,2.319
Atlequizayan,164,158,370,2.336
Ayotoxco de Guerrero,754,750,1459,1.944
Caxhuacan,276,271,620,2.287
Cuetzalan del Progreso,4858,4828,10849,2.247
Huehuetla,1313,1259,3102,2.464
Hueyapan,677,670,1651,2.464
Hueytamalco,4710,4705,11095,2.358
Hueytlalpan,521,499,1161,2.326
Huitzilan de Serdán,1887,1772,4705,2.655
Ixtepec,429,408,904,2.215
Jonotla,725,719,1621,2.255
Olintla,1178,1152,2486,2.158
Teziutlán,206,202,506,2.513
Tlatlauquitepec,1691,1682,3911,2.325
Tuzamapan de Galeana,648,642,1612,2.512
Xochitlán de Vicente Suárez,715,708,1477,2.087
Yaonáhuac,216,210,522,2.482
Zacapoaxtla,29,26,60,2.328
Zapotitlán de Méndez,500,494,1225,2.478
Zongozotla,960,928,2705,2.915
Zoquiapan,217,209,498,2.377
TOTAL,22963,22572,53129,2.354
  OCTUBRE 2020,,,,
Acateno,136,130,245,1.876
Atempan,156,148,344,2.319
Atlequizayan,164,158,370,2.336
Ayotoxco de Guerrero,754,750,1459,1.944
Caxhuacan,276,271,620,2.287
Cuetzalan del Progreso,4858,4828,10849,2.247
Huehuetla,1313,1259,3102,2.464
Hueyapan,677,670,1651,2.464
Hueytamalco,4710,4705,11095,2.358
Hueytlalpan,521,499,1161,2.326
Huitzilan de Serdán,1887,1772,4705,2.655
Ixtepec,429,408,904,2.215
Jonotla,725,719,1621,2.255
Olintla,1178,1152,2486,2.158
Teziutlán,206,202,506,2.513
Tlatlauquitepec,1691,1682,3911,2.325
Tuzamapan de Galeana,648,642,1612,2.512
Xochitlán de Vicente Suárez,715,708,1477,2.087
Yaonáhuac,216,210,522,2.482
Zacapoaxtla,29,26,60,2.328
Zapotitlán de Méndez,500,494,1225,2.478
Zongozotla,960,928,2705,2.915
Zoquiapan,217,209,498,2.377
TOTAL,22963,22572,53129,2.354
  NOVIEMBRE 2020,,,,
Acateno,139,130,123,0.942
Atempan,158,148,122,0.828
Atlequizayan,166,159,81,0.511
Ayotoxco de Guerrero,755,749,809,1.081
Caxhuacan,281,272,126,0.463
Cuetzalan del Progreso,4824,4784,2238,0.468
Huehuetla,1323,1251,611,0.489
Hueyapan,679,670,700,1.045
Hueytamalco,4745,4735,4250,0.898
Hueytlalpan,526,502,245,0.488
Huitzilan de Serdán,1848,1731,805,0.465
Ixtepec,442,405,183,0.452
Jonotla,727,716,330,0.462
Olintla,1187,1154,514,0.445
Teziutlán,208,201,201,1
Tlatlauquitepec,1696,1681,1722,1.024
Tuzamapan de Galeana,653,642,324,0.504
Xochitlán de Vicente Suárez,717,705,319,0.452
Yaonáhuac,220,210,221,1.054
Zacapoaxtla,28,26,11,0.43
Zapotitlán de Méndez,502,496,227,0.458
Zongozotla,973,931,449,0.482
Zoquiapan,220,210,93,0.444
TOTAL,23015,22507,14705,0.653
  DICIEMBRE 2020,,,,
Acateno,136,130,245,1.876
Atempan,156,148,344,2.319
Atlequizayan,164,158,370,2.336
Ayotoxco de Guerrero,754,750,1459,1.944
Caxhuacan,276,271,620,2.287
Cuetzalan del Progreso,4858,4828,10849,2.247
Huehuetla,1313,1259,3102,2.464
Hueyapan,677,670,1651,2.464
Hueytamalco,4710,4705,11095,2.358
Hueytlalpan,521,499,1161,2.326
Huitzilan de Serdán,1887,1772,4705,2.655
Ixtepec,429,408,904,2.215
Jonotla,725,719,1621,2.255
Olintla,1178,1152,2486,2.158
Teziutlán,206,202,506,2.513
Tlatlauquitepec,1691,1682,3911,2.325
Tuzamapan de Galeana,648,642,1612,2.512
Xochitlán de Vicente Suárez,715,708,1477,2.087
Yaonáhuac,216,210,522,2.482
Zacapoaxtla,29,26,60,2.328
Zapotitlán de Méndez,500,494,1225,2.478
Zongozotla,960,928,2705,2.915
Zoquiapan,217,209,498,2.377
TOTAL,22963,22572,53129,2.354
  OCTUBRE 2021,,,,
Acateno,139,62,69,1.108
Atempan,158,,,
Atlequizayan,166,,,
Ayotoxco de Guerrero,755,355,411,1.158
Caxhuacan,281,,,
Cuetzalan del Progreso,4824,150,204,1.357
Huehuetla,1323,,,
Hueyapan,679,,,
Hueytamalco,4745,2320,3766,1.623
Hueytlalpan,526,,,
Huitzilan de Serdán,1848,,,
Ixtepec,442,,,
Jonotla,727,2,2,1.36
Olintla,1187,,,
Teziutlán,208,,,
Tlatlauquitepec,1696,451,652,1.445
Tuzamapan de Galeana,653,4,5,1.24
Xochitlán de Vicente Suárez,717,,,
Yaonáhuac,220,,,
Zacapoaxtla,28,,,
Zapotitlán de Méndez,502,,,
Zongozotla,973,,,
Zoquiapan,220,0,1,1.18
TOTAL,23015,3344,5109,1.528
  NOVIEMBRE 2021,,,,
Acateno,139,130,123,0.942
Atempan,158,148,122,0.828
Atlequizayan,166,159,81,0.511
Ayotoxco de Guerrero,755,749,809,1.081
Caxhuacan,281,272,126,0.463
Cuetzalan del Progreso,4824,4784,2238,0.468
Huehuetla,1323,1251,611,0.489
Hueyapan,679,670,700,1.045
Hueytamalco,4745,4735,4250,0.898
Hueytlalpan,526,502,245,0.488
Huitzilan de Serdán,1848,1731,805,0.465
Ixtepec,442,405,183,0.452
Jonotla,727,716,330,0.462
Olintla,1187,1154,514,0.445
Teziutlán,208,201,201,1
Tlatlauquitepec,1696,1681,1722,1.024
Tuzamapan de Galeana,653,642,324,0.504
Xochitlán de Vicente Suárez,717,705,319,0.452
Yaonáhuac,220,210,221,1.054
Zacapoaxtla,28,26,11,0.43
Zapotitlán de Méndez,502,496,227,0.458
Zongozotla,973,931,449,0.482
Zoquiapan,220,210,93,0.444
TOTAL,23015,22507,14705,0.653
  DICIEMBRE 2021,,,,
Acateno,139,130,123,0.942
Atempan,158,148,122,0.828
Atlequizayan,166,159,166,1.041
Ayotoxco de Guerrero,755,749,809,1.081
